"系統序號","課程名稱","課程大綱","A分數","A判定理由","B分數","B判定理由","C分數","C判定理由","D分數","D判定理由","整體判定","主要依據","證據不足處"
"8194107","法學素養","本學期課程主要以民主與法治為主軸,並非強調一般生活中的法律知識,主要是希望引導同學觀察個人、社會及國家的互動關係,理解法治精神,建立民主意識,並強化積極參與公共事務的精神。    在課程安排上,本學期主要規劃下列五大議題:    1、大學自治與法律:大學自治之內涵;大學生之權利保障    2、多元文化與法律:大法官對於多元文化的態度、電影欣賞與討論、專家演講與交流    3、氣候變遷與法律:氣候變遷法制;氣候訴訟    4、數位社會與法律:AI;個人資料保護與隱私權保障    5、司法改革與法律:憲法訴訟;國民法官    備註:本課程為核心通識課程,依通識中心規定,核心通識課程不得加簽。","0","大綱僅在數位社會與法律單元列出AI，未提及學生使用AI進行學習、資訊整理、理解概念或自主學習，因此不能推定符合A。","1","大綱將AI與個人資料保護、隱私權保障列為數位社會與法律議題，具有限的AI責任相關線索；但未明確說明AI倫理、AI個資風險、偏誤、查證、治理或責任歸屬。","0","大綱僅列出AI作為數位社會與法律的討論議題，未要求使用AI分析、生成、建模或完成具體專業問題解決任務，因此不能推定符合C。","1","課程涉及民主意識、法治精神及公共事務參與，且將AI列入數位社會議題，但未明確置於人機協作、AI批判判斷、同理互動或人類主體性情境中。","A=0;B=1;C=0;D=1","主要依據為大綱在數位社會與法律單元明列AI，並同時提及個人資料保護與隱私權保障。","AI僅以議題名稱出現，未提供具體教學活動、學生實作或評量要求；A、C缺乏直接證據，D亦未明確連結AI協作與人類不可取代能力。"
"8194121","AI、性別與勞動","3","0","課程大綱僅有單一字元「3」，資料內容不足，未提供運用AI學習的文字證據。","0","課程大綱僅有單一字元「3」，資料內容不足，未提供AI倫理、法規、資安、風險或責任的文字證據。","0","課程大綱僅有單一字元「3」，資料內容不足，未提供運用AI解決問題的文字證據。","0","課程大綱僅有單一字元「3」，資料內容不足，未提供AI協作、人類主體性、同理心或創意整合的文字證據。","A=0;B=0;C=0;D=0","課程大綱內容僅為「3」，屬資料不足，無法依文字證據判定四項能力。","課程大綱少於3個字且內容不完整，無法確認課程的AI教學內容、活動、評量或學習成果。"
"8194542","國際傳播與國際關係","This course is designed to provide an opportunity for students to learn international communication and international relations through an inter-disciplinary, integrated approach. The class will be taught in Chinese, but students are encouraged to answer their examination papers in English. This manual serves as a guide for students to prepare for the class and do their own study either during the academic year on the campus or afterwards. The course covers both theory and practice for the two disciplines: international communication and international relations.Philosophy, Politics and Economics(PPE) will be introduced together with the history of diplomacy and journalism. Students will be able to understand that the two areas of studies are so interweaved to become almost just one huge data bank for the human beings. Please refer to the attached manual of teaching. I will explain the basic concepts first and, then, share my views on the questions listed in the manual. A comprehensive suggested reading list is provided. Students are encouraged to use data, digital and AI materials in the couse of their study.","2","大綱明確鼓勵學生在課程學習中使用資料、數位及AI材料，具備將AI作為學習資源的初步證據；但未說明AI工具選擇、提示策略、學習回饋或自主學習歷程。","0","大綱僅鼓勵使用AI材料，未提及AI倫理、法律、著作權、個資、資安、偏誤、查證、風險或責任，因此不能推定符合B。","0","大綱提到國際傳播與國際關係的理論與實務及資料庫概念，但僅鼓勵使用AI材料進行學習，未要求以AI分析或解決明確問題、驗證結果或優化流程。","0","大綱未明確提及AI協作中的人類判斷、主體性、同理心、溝通協調、真實場域洞察或創意整合，因此不能推定符合D。","A=2;B=0;C=0;D=0","主要依據為大綱明列學生被鼓勵使用資料、數位及AI材料進行課程學習。","AI使用描述較為籠統，未明確規範工具、任務、成果或評量；B、C、D均缺乏直接且具體的AI情境證據。"
"8195010","資訊系統專案設計","Students work in teams on the selected projects and develop a system that can fulfill the desired goal. Before implementing the system, the system analysis method, and project management methods or tools should be applied. Detail specification and design should be prepared appropriately. Documentation should be maintained properly as well. The code of the system should be upload to a public repository. A code tracking system should be used, as well.The topic may include security and data analysis. Students should be familiar with some development tools or languages, such as HTML, CSS, Python, database, machine learning algorithms, etc.    Tools:       Web Framework: Python web framework (model/view/control), database system, frontend/backend   Distributed Message Broker: open-source message broker   Software development: project management, code repository, bug/issue tracking system, documenting system,   Virtualization Environment: virtual machine, virtualized network, automated balancer, Docker   Paradigms: Continuous delivery, continuous integration, agile   Big Data Platform: Spark, HDFS","1","大綱要求學生熟悉包含機器學習演算法在內的開發工具或語言，但未提及使用AI協助學習、資訊整理、理解概念或自主學習。","0","大綱提到一般security，但未與AI倫理、AI資安、偏誤、個資、查證、風險或責任明確連結，因此不能計入B。","1","課程以團隊專案開發系統，且工具範例列有machine learning algorithms，具有限的AI技術應用可能性；但machine learning僅列為可使用工具，未明確要求AI解決特定問題、驗證結果或進行人機分工。","0","大綱雖要求團隊合作完成系統專案，但未將團隊協作、創意、判斷或真實場域洞察置於AI協作情境中，因此不能推定符合D。","A=1;B=0;C=1;D=0","主要依據為大綱列出machine learning algorithms作為學生應熟悉的工具之一，並要求團隊完成系統專案。","AI僅以機器學習演算法工具的列舉方式出現，且是否實際採用具有不確定性；缺乏AI學習活動、責任使用規範、驗證機制與人機協作要求。"
"8195011","資訊系統專案設計","Students work in teams on the selected projects and develop a system that can fulfill the desired goal. Before implementing the system, the system analysis method, and project management methods or tools should be applied. Detail specification and design should be prepared appropriately. Documentation should be maintained properly as well. The code of the system should be upload to a public repository. A code tracking system should be used, as well.The topic may include security and data analysis. Students should be familiar with some development tools or languages, such as HTML, CSS, Python, database, machine learning algorithms, etc.    Tools:       Web Framework: Python web framework (model/view/control), database system, frontend/backend   Distributed Message Broker: open-source message broker   Software development: project management, code repository, bug/issue tracking system, documenting system,   Virtualization Environment: virtual machine, virtualized network, automated balancer, Docker   Paradigms: Continuous delivery, continuous integration, agile   Big Data Platform: Spark, HDFS","1","依近似課程規則，本課程與前一門課程名稱及大綱內容90%以上相同，採用第一個課程的相同分數；原大綱僅列出機器學習演算法工具，未提及使用AI協助學習。","0","依近似課程規則採用第一個課程的相同分數；原大綱提到一般security，但未明確連結AI倫理、資安、偏誤、風險或責任。","1","依近似課程規則採用第一個課程的相同分數；原大綱以團隊專案開發系統並列出machine learning algorithms，但未明確要求AI解決特定問題或驗證結果。","0","依近似課程規則採用第一個課程的相同分數；原大綱未將團隊合作、判斷或創意明確置於AI協作情境。","A=1;B=0;C=1;D=0","本課程與課程5的課名及課程大綱內容相同，依規定直接採用課程5的評分。","因屬近似課程，不另行評分；AI內容仍僅限於機器學習演算法工具的列舉，缺乏完整AI能力培養證據。"
"8195012","資訊系統專案設計","Students work in teams over three semesters in order to finish selected graduation projects, which typically involve computer programming and the use of information technologies such as Java, Python, SQL/NO-SQL database, HTML, etc. Students are also highly encouraged to learn and apply machine learning toolkits (e.g., Tensor Flow, Py Torch) for intelligent system development.","1","大綱提到學生被鼓勵學習並應用機器學習工具組，如 TensorFlow、PyTorch，但未明確要求使用 AI 協助搜尋、理解、反思或規劃學習，因此僅有有限的 AI 學習工具接觸證據。","0","大綱未提及 AI 倫理、法規、著作權、個資、資安風險、偏誤、查證或責任歸屬。","3","學生進行三學期團隊畢業專題，且被鼓勵應用機器學習工具開發智慧系統，具備將 AI 技術納入專業系統開發的明確證據；但未提及結果驗證、錯誤修正、人機分工或品質評估。","0","雖有智慧系統開發內容，但未明確涉及人類主體性、價值判斷、同理心、真實場域洞察或 AI 協作中的人類創意。","A=1;B=0;C=3;D=0","主要符合 C，因大綱明確提到在團隊專題中應用機器學習工具開發智慧系統。","A 未明確要求以 AI 輔助學習；B 缺乏負責任 AI 內容；C 缺乏驗證、修正與風險控制；D 缺乏 AI 情境下的人類不可取代能力證據。"
"8195013","資訊系統專案設計","This is a three-semester long course. Students should work in teams on the selected projects and develop an information system that can fulfill the desired functions. Before implementing the system, system analysis and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well.    Students may decide the topic with the course mentor/instructor. Topics such as e-commenrce applications, digital marketing, social media, fintech, e-health, service science innovation, ITinnovation, robotics, human-computer interactions, user experience design, artificial intelligence,and enterprise systems may be considered.Students should be familiar with some development tools or programming languages, such as HTML, CSS, Python, Java, Javascript, R, SQL, DBMS basics, machine learning algorithms, cloud computing basics, etc.","0","大綱僅列出人工智慧可作為專題主題，以及機器學習演算法等應具備的知識，未提及使用 AI 輔助學習或自主學習。","0","大綱未提及 AI 倫理、法規、著作權、個資、資安風險、偏誤、查證或責任歸屬。","2","課程要求團隊開發能滿足需求的資訊系統，並列出人工智慧可作為專題主題及機器學習演算法；但 AI 應用並非明確必修任務，也未提及 AI 結果驗證、修正或人機分工。","0","雖提及人工智慧可作為專題主題，但未明確要求在 AI 協作情境中展現人類判斷、創意、同理心或真實世界洞察。","A=0;B=0;C=2;D=0","主要依據為團隊系統開發任務，以及人工智慧和機器學習演算法列為可選主題或應具備知識。","AI 僅以可考慮的專題主題及技術知識出現；A、B、D 均缺乏直接教學證據，C 也未明確要求使用 AI 完成、驗證或優化專業方案。"
"8195014","資訊系統專案設計","Students will work in teams on selected projects to develop a system that meets the desired objectives. Before implementing the system, they must apply appropriate system analysis methods and project management tools. Detailed specifications and designs should be created carefully, and proper documentation must be maintained throughout the process. The system&#39;s code should be uploaded to a public repository, and a code tracking system should be utilized to manage changes. Topics may include security and data analysis. Students should also be familiar with various development tools and programming languages, such as HTML, CSS, Python, as well as databases and machine learning algorithms.    Tools:       Web Framework: Python web framework (model/view/control), database system, frontend/backend   Distributed Message Broker: open-source message broker   Software development: project management, code repository, bug/issue tracking system, documenting system,   Virtualization Environment: virtual machine, virtualized network, automated balancer, Docker   Paradigms: Continuous delivery, continuous integration, agile   Big Data Platform: Spark, HDFS","0","大綱列出機器學習演算法，但未提及使用 AI 協助學習、資訊整理、概念理解或學習反思。","0","大綱提到一般 security，但未明確連結 AI 倫理、AI 資安風險、偏誤、個資、查證或責任治理。","2","學生需團隊開發符合目標的系統，並使用系統分析、專案管理、程式碼儲存庫、錯誤追蹤與持續整合等工具；大綱另列機器學習演算法，但未明確要求以 AI 解決問題或驗證 AI 輸出。","0","課程雖包含團隊合作、公開程式碼儲存庫與系統開發，但未將人類主體性、創意、同理心或真實場域洞察置於 AI 協作脈絡。","A=0;B=0;C=2;D=0","主要依據為團隊系統開發、專案管理、錯誤追蹤及機器學習演算法等明確文字。","A、B、D 缺乏直接證據；C 未明確說明 AI 實作、方案比較、輸出驗證、風險評估或人機分工。"
"8195017","資訊系統專案設計","Students will work in teams on selected projects to develop a system that meets the desired objectives. Before implementing the system, they must apply appropriate system analysis methods and project management tools. Detailed specifications and designs should be created carefully, and proper documentation must be maintained throughout the process. The system&#39;s code should be uploaded to a public repository, and a code tracking system should be utilized to manage changes. Topics may include security and data analysis. Students should also be familiar with various development tools and programming languages, such as HTML, CSS, Python, as well as databases and machine learning algorithms.    Tools:       Web Framework: Python web framework (model/view/control), database system, frontend/backend   Distributed Message Broker: open-source message broker   Software development: project management, code repository, bug/issue tracking system, documenting system,   Virtualization Environment: virtual machine, virtualized network, automated balancer, Docker   Paradigms: Continuous delivery, continuous integration, agile   Big Data Platform: Spark, HDFS","0","大綱列出機器學習演算法，但未提及使用 AI 協助學習、資訊整理、概念理解或學習反思。","0","大綱提到一般 security，但未明確連結 AI 倫理、AI 資安風險、偏誤、個資、查證或責任治理。","2","學生需團隊開發符合目標的系統，並使用系統分析、專案管理、程式碼儲存庫、錯誤追蹤與持續整合等工具；大綱另列機器學習演算法，但未明確要求以 AI 解決問題或驗證 AI 輸出。","0","課程雖包含團隊合作、公開程式碼儲存庫與系統開發，但未將人類主體性、創意、同理心或真實場域洞察置於 AI 協作脈絡。","A=0;B=0;C=2;D=0","本課程與課程 3 的課程大綱內容 90% 以上相同，依規則採用課程 3 的評分。","除機器學習演算法的列示外，未提供 A、B、D 的直接證據；C 未明確說明 AI 實作、驗證、風險評估或人機分工。"
"8195018","資訊系統專案設計","This is a three-semester long course. Students should work in teams on the selected projects and develop an information system that can fulfill the desired functions. Before implementing the system, system analysis and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well.    Students may decide the topic with the course mentor/instructor. Topics such as e-commenrce applications, digital marketing, social media, fintech, e-health, service science innovation, ITinnovation, robotics, human-computer interactions, user experience design, artificial intelligence,and enterprise systems may be considered.Students should be familiar with some development tools or programming languages, such as HTML, CSS, Python, Java, Javascript, R, SQL, DBMS basics, machine learning algorithms, cloud computing basics, etc.","0","大綱僅列出人工智慧可作為專題主題，以及機器學習演算法等應具備的知識，未提及使用 AI 輔助學習或自主學習。","0","大綱未提及 AI 倫理、法規、著作權、個資、資安風險、偏誤、查證或責任歸屬。","2","課程要求團隊開發能滿足需求的資訊系統，並列出人工智慧可作為專題主題及機器學習演算法；但 AI 應用並非明確必修任務，也未提及 AI 結果驗證、修正或人機分工。","0","雖提及人工智慧可作為專題主題，但未明確要求在 AI 協作情境中展現人類判斷、創意、同理心或真實世界洞察。","A=0;B=0;C=2;D=0","本課程與課程 2 的課程大綱內容 90% 以上相同，依規則採用課程 2 的評分。","AI 僅以可考慮的專題主題及技術知識出現；A、B、D 均缺乏直接教學證據，C 也未明確要求使用 AI 完成、驗證或優化專業方案。"
"8195026","Agentic AI 在金融領域的應用","The course objectives are the in-depth discussions on issues regarding developing the Agentic AI applications in Finance on the infrastructure of PyTorch/TensorFlow and AMD&rsquo;s GPU.","0","課程主題與大綱聚焦 Agentic AI 應用開發及 PyTorch、TensorFlow、AMD GPU 基礎設施，但未提及使用 AI 作為學習、反思或自主成長工具。","0","大綱僅提到深入討論 Agentic AI 應用開發相關議題，未明確提及倫理、法規、個資、資安、偏誤、查證、治理或責任。","2","課程目標明確涉及開發金融領域的 Agentic AI 應用，並指定 PyTorch、TensorFlow 與 GPU 基礎設施；但未明確安排學生實作成果、問題驗證、錯誤修正、風險評估或人機分工。","0","大綱未明確涉及 AI 協作中的人類主體性、價值判斷、同理心、溝通、創意或真實世界洞察。","A=0;B=0;C=2;D=0","主要依據為課程明確聚焦金融領域 Agentic AI 應用開發及相關技術基礎設施。","A、B、D 均無直接培養證據；C 雖有應用開發目標，但缺乏明確學生任務、可評量成果、驗證修正及責任要求。"
"8195988","數學導論","本課程介紹是當今火紅的生程式 AI","0","課綱僅提及「火紅的生程式 AI」，未說明學生使用 AI 進行學習、資訊整理、理解概念或自主學習。","0","課綱未提及 AI 倫理、法規、個資、資安、偏誤、查證、風險或責任。","0","課綱未要求運用 AI 分析、建模、生成或解決數學問題；僅提及 AI，不能推定具備 AI 問題解決活動。","0","課綱未提及 AI 協作、人類判斷、創意、同理心或真實情境中的人機分工。","A=0;B=0;C=0;D=0","課綱僅有語意不完整的 AI 零星提及，沒有任何四項能力的明確教學活動或學習要求。","大綱未提及 AI 學習工具、負責任使用、AI 問題解決流程、驗證或人機協作，因此不能推定具備相關能力。"
"8195990","演算法","我們身處在 AI 的時代,常常聽到各大平台網紅們討論「演算法」如何對上架影音、文字披露於目標對象的影響力。此外,在現今的科技業界,主管在面試軟體工程師時經常提出具體問題,並要求應試者現場解題或說明思路,已是相當普遍的作法。熟悉語法、選擇實作框架....等等撰寫程式的技能,對開發進度固然重要,然而,對軟體工程專案而言,演算法無疑地扮演猶如經脈的角色。經脈若順暢,人們自然神清氣爽、活動自如;一個「不複雜」的演算法,不只帶來高效率的執行結果,更能創造絕佳的使用者體驗。        本課程從經典的電腦科學問題開始,帶領同學們思考一個演算法一般是如何產生的?如何拆解問題、組合結果?如何設計資料結構、因應演算法的需求?如何將模糊不明的解題方向,具體為解題步驟?最後藉由作業、上機練習等方式,讓同學從實作過程中,體會演算法和程式設計之間的緊密連結,並在面對特定問題時,能夠從所學中分析、提出解決方案/演算法,在小組專案中實作應用。","0","課綱未提及使用 AI 作為學習工具；「AI 的時代」僅為背景脈絡，演算法學習仍是一般電腦科學與程式設計內容。","0","課綱未提及 AI 倫理、法規、隱私、資安、偏誤、查證、風險或責任。","0","課綱雖提及 AI 時代，但作業、上機練習與小組專案是一般演算法分析及程式實作，未明確要求運用 AI 解決問題。","0","課綱未將小組合作、使用者體驗或問題分析置於 AI 人機協作情境，不能據此推定具備 AI 無法取代的能力。","A=0;B=0;C=0;D=0","AI 僅出現在課程背景描述，核心內容為一般演算法、資料結構、解題步驟與程式實作。","大綱未提及學生使用 AI、驗證 AI 結果、規劃人機分工或進行 AI 責任與價值判斷。"
"8195991","數據分析在財務上的應用","本課程結合理論與實務,系統性介紹股票、選擇權等交易商品,搭配Python及XQ程式交易軟體,培養學生的數位分析與程式實作能力,並深入探討技術分析、技術指標、基本面與總體經濟數據對股價的影響。進一步引入人工智慧應用於交易策略開發,培養自主學習與團隊合作能力。透過專題實作與策略分享,學生能熟悉完整的投資流程,強化規劃與應用能力,為未來金融實務或相關研究奠定堅實基礎。","0","課綱提及人工智慧應用於交易策略開發，但未說明學生使用 AI 協助理解、整理資訊、規劃或反思學習。","0","課綱未提及 AI 倫理、金融 AI 法規、個資、資安、偏誤、風險管理、查證或責任歸屬。","3","課綱明確引入人工智慧進行交易策略開發，並透過專題實作與策略分享熟悉投資流程；但未明確要求驗證 AI 結果、修正偏誤、進行品質控制或規劃人機分工。","0","課綱提及自主學習與團隊合作，但未明確置於 AI 協作情境，也未要求人類判斷、同理心、真實場域洞察或承擔 AI 決策責任。","A=0;B=0;C=3;D=0","主要依據是「人工智慧應用於交易策略開發」及「專題實作」，具備明確的 AI 專業應用任務。","A、B、D 缺乏直接證據；C 雖有 AI 應用與專題，但大綱未提及 AI 結果驗證、風險評估、修正或人機分工。"
"8195998","生成式 AI:文字與圖像生成的原理與實務","本課程為一學期的課程","0","課程名稱指出生成式 AI 的原理與實務，但未明確說明以 AI 輔助學生學習、資訊整理或自主成長。","0","課程名稱與大綱均未提及 AI 倫理、著作權、個資、偏誤、查證、風險或責任。","1","課程名稱包含文字與圖像生成的「實務」，可支持零星 AI 應用內容；但大綱僅寫一學期課程，未載明學生任務、作品、問題解決流程或驗證要求。","0","課程名稱與大綱未提及人類主體性、創意判斷、同理心、真實情境或人機協作分工。","A=0;B=0;C=1;D=0","課程名稱明確包含生成式 AI 與文字、圖像生成實務，是唯一較直接的 AI 應用線索。","課程大綱僅有「本課程為一學期的課程」，缺乏學習目標、教學活動、評量成果及倫理、驗證與人機協作證據。"
"8195999","密碼學","本課程介紹是當今火紅的生程式 AI","0","課綱僅提及「火紅的生程式 AI」，未說明學生使用 AI 進行學習或專業成長。","0","課綱未提及 AI 倫理、法規、個資、資安風險、偏誤、查證或責任；一般密碼學內容亦不能直接計入 B。","0","課綱未要求使用 AI 進行密碼學分析、建模、生成或問題解決。","0","課綱未提及 AI 協作、人類判斷、創意、同理心或真實世界洞察。","A=0;B=0;C=0;D=0","課綱只有語意不完整的 AI 零星提及，未形成任何 AI 能力培養內容。","大綱未提及 AI 學習、負責任使用 AI、AI 問題解決或人機協作，因此不能推定具備相關能力。"
"8196000","成為Python數據分析達人的第一堂課","Python 程式語言可以說是當今數據分析、人工智慧的程式語言。本課程是 Python 的入門課程","0","課綱將 Python 說明為數據分析與人工智慧的程式語言，但未要求使用 AI 輔助學習；Python 入門本身不等於運用 AI 學習。","0","課綱未提及 AI 倫理、法規、個資、資安、偏誤、查證、風險或責任。","0","課綱內容為 Python 入門，雖提及人工智慧，但未明確要求以 AI 進行資料分析或解決問題。","0","課綱未提及 AI 協作、人類主體性、判斷、創意、同理心或真實情境。","A=0;B=0;C=0;D=0","AI 僅作為 Python 應用背景被提及，課程明確內容是 Python 入門。","大綱未提及學生使用 AI 工具、AI 任務、結果驗證、責任規範或人機協作；一般程式設計與數據分析不得自行視為 AI 能力。"
"8400240","人工智慧與社會","This course provides a comprehensive overview of artificial intelligence (AI) and its growing role in shaping contemporary societies. Beginning with core concepts and definitions, the course examines how AI intersects with key areas of public life, industry, and governance. Participants will engage with foundational debates on data, privacy, classification, and affective computing, while also considering AI&rsquo;s implications for sustainability, education, and industry.  With the rapid development of AI, many new and complex issues have emerged that deserve deeper exploration. Therefore, the course has been expanded from 2 to 3 credits, giving students additional time for readings, case studies, and discussions, and allowing them to explore broader topics in greater depth through interactive learning.","1","課程介紹AI核心概念，並安排閱讀、案例研究與討論，但未明確要求學生使用AI作為搜尋、整理、理解或自主學習工具，因此僅具有限的AI學習相關證據。","2","大綱明確提及資料、隱私、分類、治理及AI對社會的影響，涉及負責任使用AI的部分議題，但未明確說明AI倫理規範、風險管理、偏誤查證或責任要求。","0","課程主要介紹AI及其社會角色並進行案例與討論，未明確要求學生使用AI分析資料、建立方案或完成AI問題解決任務。","0","大綱未將人類主體性、同理心、創意或真實場域洞察置於AI協作情境中，不能據此推定具備AI無法取代的能力。","A=1;B=2;C=0;D=0","主要依據為課程介紹AI核心概念、資料與隱私、治理及社會影響，並安排閱讀、案例研究與討論。","大綱未提及學生實際使用AI學習、運用AI解決問題、驗證AI結果、人機分工或AI協作下的人類判斷與創意。"
"8400241","AI、性別與勞動","3","0","課程大綱僅為「3」，資料少於3個字且無法提供有效課程內容，因此不能推定具備運用AI學習的能力。","0","課程大綱僅為「3」，資料錯誤且未提供AI倫理、法律、資安、風險或責任等有效證據。","0","課程大綱僅為「3」，資料錯誤且未提供運用AI分析或解決問題的有效證據。","0","課程大綱僅為「3」，資料錯誤且未提供AI協作、人類主體性、同理心或創意整合的有效證據。","A=0;B=0;C=0;D=0","課名雖含AI元素，但課程大綱僅有單一字元「3」，依資料錯誤原則全數評為0分。","課程大綱資料少於3個字，無法判斷任何具體教學內容、活動或學習成果。"
"8400244","人工智慧與法律","近年來「人工智慧」的迅速發展受到全球矚目,不僅帶來科學、技術的革新,也挑戰許多既有的倫理與規範。而AI對於法律、法律職業/執業的衝擊更是全面,「並非」侷限在個別、單一法律領域。如欲培養新一代法律人對AI的認識,具體瞭解AI對法律(職業)的影響,以及法律對AI應有的規範,即有必要採取突破與創新的教學方式,打破法律分科(領域)教學的傳統。本課程除邀請本校資訊學院教師就人工智慧技術面問題進行介紹外,也整合法學院各中心師資,探討人工智慧所涉及的各項法律議題,希望使學生有較為全面的理解。","1","大綱提及由資訊學院教師介紹人工智慧技術，並培養學生對AI的認識，但未明確要求學生使用AI協助學習、整理資訊或進行自主學習。","3","課程明確探討AI涉及的倫理與規範、AI對法律及法律職業的影響，以及法律對AI應有的規範，具備較完整的法律與責任議題，但未明確說明查證、資安、偏誤或具體評量活動。","0","課程著重理解AI對法律及法律職業的影響與相關法律議題，未明確要求學生運用AI進行分析、生成、建模或完成法律問題解決任務。","1","課程涉及AI對法律職業及規範的影響，具有AI情境下專業判斷的潛在關聯，但未明確要求學生批判AI結果、進行人機分工或承擔決策責任。","A=1;B=3;C=0;D=1","主要依據為課程介紹AI技術，並整合法學與資訊領域探討AI倫理、規範、法律及法律職業影響。","大綱未提及以AI作為學習工具、實際使用AI解決法律問題、驗證AI輸出或明確培養AI協作下的人類主體性。"
"8400710","AI與治理","Recent advances in computing may place us at the threshold of a unique turning point in human history. Soon we are likely to entrust management of our environment, economy, security, infrastructure, food production, healthcare, and to a large degree even our personal activities, to artificially intelligent computer systems.        The prospect of &quot;turning over the keys&quot; to increasingly autonomous systems raises many complex and troubling questions. How will society respond as versatile robots and machine-learning systems displace an ever-expanding spectrum of blue- and white-collar workers? Will the benefits of this technological revolution be broadly distributed or accrue to a lucky few? How can we ensure that these systems respect our ethical principles when they make decisions at speeds and for rationales that exceed our ability to comprehend? What, if any, legal rights and responsibilities should we grant them? And should we regard them merely as sophisticated tools or as a newly emerging form of life?    隨著近期AI與自動化設備之技術發展,已達到人類歷史發展之轉折點,人類非常可能大規模地將環境、經濟發展、安全、基礎設備、食物生產與分配、健康照護與保險交由AI與自動化設備安排與執行。    本課程目標在介紹AI技術對公、私部門治理、法律制度、社會網絡及政治生態的衝擊。此次邀請美國華盛頓大學傳播暨資訊學院助理教授蕭遠,    一同參與線上課程,營造國際化學習環境,豐富學生學習資源,增進臺灣與各國學生對於AI技術將造成的社會、政治、經濟、社會與文化衝擊等議題,例如:AI與自動化設備取代白領與藍領勞工的工作機會的社會衝擊評估與對應?AI與自動化設備之技術革命帶來之整體利益,是否能公平分配?如何在AI與自動化設備進行自動決策時,確保道德原則?以及社群媒體的自動化決策,對於社會網絡及文化傳播及政治生態的衝擊,進行廣泛而深入的學術與文化交流,藉此使學生能瞭解AI所帶來的衝擊,增進學生到外國進修或就業的動力,同時也能開展國際學術互動與合作的契機。","1","課程提供國際化學習環境與學習資源，目標是使學生了解AI帶來的衝擊，但未明確要求學生使用AI進行資訊整理、理解概念或規劃學習。","4","大綱明確探討AI治理、自動決策中的道德原則、法律權利與責任、利益公平分配及社會政治經濟影響，具備重要的倫理、法律、治理與責任內容；但未明確呈現風險查證或評量機制。","1","課程提出AI取代勞工的社會衝擊評估與對應，以及自動決策的治理問題，但內容主要是探討議題，未明確要求學生實際使用AI完成分析、方案或驗證流程。","1","大綱涉及自動決策是否遵守道德原則、AI應被視為工具或生命，以及權利與責任等人類價值判斷議題，但未明確要求學生在AI協作中提出自身判斷或進行人機分工。","A=1;B=4;C=1;D=1","主要依據為課程聚焦AI對治理、法律制度、社會網絡與政治生態的衝擊，並討論道德原則、公平分配、權利責任及自動化決策。","大綱未提及學生實際操作AI、驗證AI結果、建立AI解決方案或在AI協作中明確展現人類主體性與責任承擔。"
"8401171","資訊系統專案設計","Students work in teams on the selected projects and develop a system that can fulfill the desired functions. Before implementing the system, system analysis method and design methods or tools should be applied. Detail specification and design should be properly prepared. Documentation should be maintained properly as well. The code of the system should be upload to a public repository. The code tracking system should be used as well.    The topic may include security, data analysis, and fintech. Students should be familiar with some development tool or language, such as HTML, CSS, Python, database, machine learning algorithm, etc.    Tools:  - Web framework: Python web framework (model/view/control), database system, frontend/backend  - Message Broker: open source message broker  - Software development: project management, code repository, bug/issue tracking system, documenting system,  - Virtualization Environment: virtual machine, virtualized network, automated balancer, Docker  - Paradigms: Continuous delivery, continuous integration, agile","0","大綱僅將機器學習演算法列為可能接觸的開發工具或語言之一，未明確要求使用AI作為學習工具。","0","大綱提及一般系統安全，但未將其明確連結至AI倫理、個資、偏誤、AI風險或責任治理，因此不能計入負責任使用AI能力。","1","課程要求團隊選定專案並開發系統，且列出機器學習演算法，但AI僅屬可能使用的工具或主題，未明確要求以AI完成專業任務或驗證AI成果。","0","課程雖有團隊專案與系統開發，但未明確置於AI協作情境，也未提及人類主體性、同理心或AI生成成果的判斷。","A=0;B=0;C=1;D=0","主要依據為課程要求團隊進行系統分析、設計與實作，並將機器學習演算法列為可能使用的技術。","AI僅以機器學習演算法的可能工具形式出現；大綱未明確要求AI專案、AI使用、輸出驗證、風險評估或人機協作。"
